Journal ID;Print ISSN;Online ISSN;Original Title;International Title;Country of Publication;ERIH PLUS Disciplines;OECD Classifications;[Last Updated]
"493762";"";"2280-8841";"MDCCC 1800";"MDCCC 1800";"Italy";"Art and Art History";"Arts (Arts, History of Arts, Performing Arts, Music)";"2022-04-20 12:32:04"
"486352";"1842-2438";"2601-503X";"ME.DOK - Média-Történet-Kommunikáció";"ME.DOK - Media-History-Communication";"Romania";"Cultural Studies, History, Media Studies and Communication";"History and Archaeology; Languages and Literature; Media and Communications";"2018-05-03 13:04:19"
"485770";"";"2341-0906";"Miscelánea de Estudios Árabes y Hebraicos. Sección Árabe-Islam";"MEAH Arabe-Islam";"Spain";"Interdisciplinary research in the Humanities, Religious Studies and Theology";"Other Humanities; Philosophy, Ethics and Religion";"2017-06-12 15:08:06"
"485720";"1696-585X";"2340-2547";"Miscelánea de Estudios Árabes y Hebraicos. Sección Hebreo";"MEAH-Hebreo";"Spain";"Interdisciplinary research in the Humanities, Religious Studies and Theology";"Other Humanities; Philosophy, Ethics and Religion";"2015-05-05 12:26:59"
"444662";"0025-6285";"";"Meander";"Meander";"Poland";"Classical Studies";"Languages and Literature";"2023-02-02 17:14:12"
"487500";"";"2064-9940";"Jelentés és Nyelvhasználat";"Meaning and Language Use";"Hungary";"Linguistics";"Languages and Literature";"2015-11-12 14:24:21"
"444667";"0748-1756";"1947-6302";"Measurement and Evaluation in Counseling and Development";"Measurement and Evaluation in Counseling and Development";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"490781";"1312-3823";"2367-6620";"Mehanika, Transport, Komunikacii";"Mechanics, Transport, Communications";"Bulgaria";"Business and Management, Economics, Science and Technology Studies";"Economics and Business; Other Social Sciences";"2021-09-29 15:25:24"
"493453";"2451-1986";"2544-2554";"Media - Biznes - Kultura. Dziennikarstwo i komunikacja spoleczna";"Media - Business - Culture. Journalism and social communication";"Poland";"Classical Studies, Media Studies and Communication, Business and Management";"Economics and Business; Languages and Literature; Media and Communications";"2019-02-20 15:15:33"
"485018";"1734-3801";"2450-081X";"Media - Kultura - Komunikacja Społ.";"Media - Culture - Social Communication";"Poland";"Media Studies and Communication";"Media and Communications";"2019-06-26 09:58:09"
"483516";"";"2183-2439";"Media and Communication";"Media and Communication";"Portugal";"Media Studies and Communication";"Media and Communications";"2023-02-02 17:14:12"
"479646";"2083-5701";"";"Media i Społeczeństwo";"Media and Society";"Poland";"Interdisciplinary research in the Social Sciences, Media Studies and Communication";"Media and Communications; Other Social Sciences";"2023-02-02 17:14:12"
"502398";"1800-7074";"2536-5622";"Media Dialogues – Medijski dijalozi";"Media Dialogues – Medijski dijalozi";"Montenegro";"Media Studies and Communication";"Media and Communications";"2021-11-11 12:35:32"
"502953";"";"2729-8132";"Media Education (Mediaobrazovanie)";"Media Education (Mediaobrazovanie)";"Slovakia";"Media Studies and Communication";"Media and Communications";"2022-01-17 12:01:16"
"444697";"1368-8804";"1469-9729";"Media History";"Media History";"United Kingdom";"History";"History and Archaeology";"2023-02-02 14:41:55"
"487993";"2312-0274";"2312-9263";"Медиалингвистика";"Media Linguistics";"Russia";"Linguistics, Media Studies and Communication";"Languages and Literature; Media and Communications";"2019-09-26 19:16:54"
"493857";"2585-8726";"2585-9188";"Media Literacy and Academic Research";"Media Literacy and Academic Research";"Slovakia";"Media Studies and Communication";"Media and Communications";"2020-05-20 13:15:54"
"488195";"";"2354-0214";"Zarządzanie Mediami";"Media Management";"Poland";"Business and Management, Media Studies and Communication";"Economics and Business; Media and Communications";"2016-11-02 13:05:28"
"444698";"1521-3269";"1532-785X";"Media Psychology";"Media Psychology";"United States";"Psychology";"Psychology";"2023-02-02 14:41:55"
"484155";"0555-0025";"2299-6362";"Zeszyty Prasoznawcze";"Media Research Issues";"Poland";"Media Studies and Communication";"Media and Communications";"2023-02-02 17:14:12"
"480420";"1847-9758";"1848-5030";"Medijske Studije";"Media studies";"Croatia";"Cultural Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication";"Languages and Literature; Media and Communications; Other Social Sciences";"2023-02-02 17:14:12"
"487991";"1801-9978";"2464-4846";"Mediální studia";"Media Studies";"Czechia";"Media Studies and Communication";"Media and Communications";"2023-03-06 09:20:47"
"501860";"";"2451-1617";"Studia Medioznawcze";"Media Studies";"Poland";"Media Studies and Communication";"Media and Communications";"2021-07-09 15:58:39"
"505015";"2683-5355";"";"Media Studies and Applied Ethics";"Media Studies and Applied Ethics";"Serbia";"Gender Studies, Cultural Studies, Media Studies and Communication, Law, Political Sciences and International Relations, Sociology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Languages and Literature; Law; Media and Communications; Other Humanities; Other Social Sciences; Political Science; Sociology";"2023-03-02 08:41:24"
"490390";"1645-5681";"2183-5462";"Media&Jornalismo";"Media&Jornalismo";"Portugal";"Media Studies and Communication";"Media and Communications";"2017-02-24 09:46:29"
"500152";"1333-6371";"1848-8374";"Media, culture and public relations";"Media, culture and public relations";"";"Media Studies and Communication, Interdisciplinary research in the Social Sciences";"Media and Communications; Other Social Sciences";"2021-02-05 13:55:02"
"340413";"0163-4437";"1460-3675";"Media, Culture and Society";"Media, Culture and Society";"United Kingdom";"Media Studies and Communication, Political Sciences and International Relations, Sociology";"Media and Communications; Political Science; Sociology";"2023-02-02 14:41:55"
"486246";"";"1214-9187";"Media4u Magazine";"Media4u Magazine";"Czechia";"Media Studies and Communication, Pedagogical & Educational Research";"Educational Sciences; Media and Communications";"2015-06-25 11:18:02"
"494292";"1414-0543";"2176-6665";"Mediações - Revista de Ciências Sociais";"Mediações - Revista de Ciências Sociais";"Brazil";"Sociology";"Sociology";"2019-06-27 12:23:48"
"482541";"0862-979X";"";"Mediaevalia Historica Bohemica";"Mediaevalia Historica Bohemica";"Czechia";"History";"History and Archaeology";"2016-07-06 13:21:57"
"482573";"0872-0991";"2183-6884";"Mediaevalia. Textos e estudos";"Mediaevalia. Textos e estudos";"Portugal";"Philosophy";"Philosophy, Ethics and Religion";"2017-07-13 15:37:24"
"500356";"1137-4462";"1988-3935";"Mediatika. Cuadernos de medios de comunicación";"Mediatika";"Spain";"Media Studies and Communication";"Media and Communications";"2021-03-19 11:14:23"
"486462";"2055-3501";"2055-351X";"Mediation Theory and Practice";"Mediation Theory and Practice";"United Kingdom";"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Linguistics, Media Studies and Communication, Psychology, Sociology";"Languages and Literature; Law; Media and Communications; Other Humanities; Other Social Sciences; Psychology; Sociology";"2018-02-09 16:09:14"
"496640";"2451-1188";"";"Mediatization Studies";"Mediatization Studies";"Poland";"Cultural Studies, Media Studies and Communication, Political Sciences and International Relations, Sociology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Languages and Literature; Media and Communications; Other Humanities; Other Social Sciences; Philosophy, Ethics and Religion; Political Science; Sociology";"2023-02-02 17:14:12"
"444703";"0145-9740";"1545-5882";"Medical Anthropology";"Medical Anthropology";"United States";"Anthropology";"Sociology";"2023-02-02 17:14:12"
"486221";"2081-4143";"";"Medyczna Wokanda";"Medical Docket";"Poland";"Interdisciplinary research in the Social Sciences, Law";"Law; Other Social Sciences";"2016-08-10 13:31:33"
"435330";"0308-0110";"1365-2923";"Medical Education";"Medical Education";"United Kingdom";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 14:41:55"
"444708";"0025-7273";"2048-8343";"Medical history";"Medical history";"United Kingdom";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2023-02-02 14:41:55"
"499484";"";"1659-2441";"Revista Médica de la Universidad De Costa Rica";"Medical Journal of the University of Costa Rica";"Costa Rica";"Interdisciplinary research in the Humanities";"Other Humanities";"2020-09-22 10:55:29"
"498718";"2657-8573";"2719-3748";"Przegląd Prawa Medycznego";"Medical Law Quarterly";"Poland";"Law, Philosophy, Interdisciplinary research in the Social Sciences";"Law; Other Social Sciences; Philosophy, Ethics and Religion";"2020-09-21 11:56:26"
"501736";"1899-5829";"2450-0437";"Forum Bibliotek Medycznych";"Medical Library Forum";"Poland";"History, Library and Information Science";"History and Archaeology; Media and Communications";"2021-07-09 09:54:38"
"493439";"2307-0404";"";"Medicni perspektivi";"Medical perspectives";"Ukraine";"Science and Technology Studies, Environmental Studies, Psychology";"Other Social Sciences; Psychology";"2020-04-23 14:32:02"
"499428";"2664-472X";"2664-4738";"Медична наука України";"Medical Science of Ukraine";"Ukraine";"Interdisciplinary research in the Humanities";"Other Humanities";"2020-09-12 16:33:30"
"444721";"0142-159X";"1466-187X";"Medical Teacher";"Medical Teacher";"United Kingdom";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"491282";"0025-7834";"2282-5940";"Medicina e Morale. Rivista internazionale di Bioetica";"Medicina e Morale. Rivista internazionale di Bioetica";"Italy";"Law, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Law; Other Humanities; Other Social Sciences; Philosophy, Ethics and Religion";"2017-08-10 11:51:57"
"489040";"0394-9001";"2531-7288";"Medicina nei Secoli Arte e Scienza";"Medicina nei Secoli Arte e Scienza";"Italy";"Anthropology, Archaeology, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Philosophy";"History and Archaeology; Other Humanities; Other Social Sciences; Philosophy, Ethics and Religion; Sociology";"2017-04-19 17:15:02"
"491309";"1841-0162";"";"Medicina Sportiva";"Medicina Sportiva";"Romania";"Science and Technology Studies";"Other Social Sciences";"2017-08-11 11:01:27"
"489501";"";"2405-691X";"Medicine Anthropology Theory";"Medicine Anthropology Theory";"Netherlands";"Anthropology, History & Philosophy of Science, Science and Technology Studies, Interdisciplinary research in the Humanities";"Other Humanities; Other Social Sciences; Sociology";"2023-02-02 17:14:12"
"410791";"1386-7423";"1572-8633";"Medicine, Health care and Philosophy";"Medicine, Health care and Philosophy";"Netherlands";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"340242";"0076-6097";"1745-817X";"Medieval Archaeology";"Medieval Archaeology";"United Kingdom";"Art and Art History, Archaeology";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology";"2023-02-02 14:41:55"
"481967";"0204-868X";"";"Starobalgarska literatura";"Medieval Bulgarian literature";"Bulgaria";"Literature";"Languages and Literature";"2018-02-02 09:49:07"
"444732";"1380-7854";"1570-0674";"Medieval Encounters";"Medieval Encounters";"Netherlands";"History";"History and Archaeology";"2023-02-02 17:14:12"
"476418";"1536-8742";"2151-6073";"Medieval Feminist Forum (MFF)";"Medieval Feminist Forum (MFF)";"United States";"Gender Studies";"Sociology";"2023-02-02 17:14:12"
"478829";"1366-0691";"1749-6276";"Medieval Sermon Studies";"Medieval Sermon Studies";"United Kingdom";"History";"History and Archaeology";"2023-02-02 17:14:12"
"487266";"2084-4492";"2544-2562";"Studia z Dziejow Sredniowiecza";"Medieval Studies";"Poland";"Archaeology, History, Law, Linguistics";"History and Archaeology; Languages and Literature; Law";"2020-08-04 13:51:00"
"487185";"";"2412-3196";"Medieval Worlds";"Medieval Worlds";"Austria";"Cultural Studies, History, Interdisciplinary research in the Humanities";"History and Archaeology; Languages and Literature; Other Humanities";"2023-02-02 17:14:12"
"484454";"0751-2708";"1777-5892";"Médiévales: langue, textes, histoire";"Médiévales: langue, textes, histoire";"France";"History, Literature";"History and Archaeology; Languages and Literature";"2016-07-07 12:45:42"
"482881";"1131-8155";"1989-8312";"Medievalismo";"Medievalismo";"Spain";"Archaeology, Art and Art History, History, History & Philosophy of Science";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Other Humanities";"2023-02-02 17:14:12"
"483896";"";"1646-740X";"Medievalista";"Medievalist";"Portugal";"History, Interdisciplinary research in the Humanities";"History and Archaeology; Other Humanities";"2023-02-02 17:14:12"
"482264";"0391-2566";"";"Medioevo";"Medioevo";"Italy";"Philosophy";"Philosophy, Ethics and Religion";"2017-06-28 13:05:38"
"483302";"1593-456X";"";"Medioevo greco. Rivista di storia e filologia bizantina";"Medioevo greco. Rivista di storia e filologia bizantina";"Italy";"History";"History and Archaeology";"2017-07-06 08:57:30"
"483398";"1724-9090";"1825-389X";"MEDIOEVO LETTERARIO D'ITALIA-Rivista internazionale di filologia, linguistica e letteratura";"MEDIOEVO LETTERARIO D'ITALIA-An International Journal of Philology, Linguistics and Literature";"Italy";"Classical Studies, Cultural Studies, Linguistics, Literature";"Languages and Literature";"2020-08-24 20:19:53"
"503862";"2737-8462";"2658-9451";"Méditations Littéraires";"Méditations Littéraires";"Morocco";"Art and Art History, Classical Studies, Gender Studies, History, History & Philosophy of Science, Cultural Studies, Film and Theatre Studies, Literature, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Humanities; Other Social Sciences; Philosophy, Ethics and Religion; Sociology";"2023-04-13 06:39:34"
"488798";"";"2445-2378";"Mediterranea. International Journal on the Transfer of Knowledge";"Mediterranea. International Journal on the Transfer of Knowledge";"Spain";"Art and Art History, Cultural Studies, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Linguistics, Literature, Philosophy, Religious Studies and Theology";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Humanities; Philosophy, Ethics and Religion";"2020-02-19 19:21:01"
"473449";"1824-3010";"1828-230X";"Mediterranea: Ricerche storiche";"Mediterranea: Ricerche storiche";"Italy";"History";"History and Archaeology";"2023-02-02 17:14:12"
"482759";"1030-8482";"";"Mediterranean Archaeology";"Mediterranean Archaeology";"Australia";"Archaeology";"History and Archaeology";"2016-02-25 13:02:06"
"487718";"1108-9628";"2241-8121";"MEDITERRANEAN ARCHAEOLOGY AND ARCHAEOMETRY";"MEDITERRANEAN ARCHAEOLOGY AND ARCHAEOMETRY";"Greece";"Anthropology, Archaeology, Art and Art History, Cultural Studies, Environmental Studies, History, History & Philosophy of Science, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Science and Technology Studies";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Humanities; Other Social Sciences; Social and Economic Geography; Sociology";"2015-12-03 15:19:28"
"444735";"0951-8967";"1743-940X";"Mediterranean Historical Review";"Mediterranean Historical Review";"United Kingdom";"History";"History and Archaeology";"2023-02-02 17:14:12"
"486184";"1989-872X";"";"Revista Mediterránea de Comunicación";"Mediterranean Journal of Communication";"Spain";"Cultural Studies, Interdisciplinary research in the Social Sciences, Media Studies and Communication";"Languages and Literature; Media and Communications; Other Social Sciences";"2018-04-26 14:51:12"
"503540";"2146-4812";"2148-144X";"Akdeniz İnsani Bilimler Dergisi";"Mediterranean Journal of Humanities";"Turkey";"Archaeology, Art and Art History, Classical Studies, History, History & Philosophy of Science, Cultural Studies, Demography, Sociology, Human Geography and Urban Studies, Linguistics, Literature, Philosophy, Psychology, Interdisciplinary research in the Humanities";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Humanities; Philosophy, Ethics and Religion; Psychology; Social and Economic Geography; Sociology";"2022-08-09 13:34:04"
"502548";"2547-8559";"2547-8567";"Mediterranean Journal of Social & Behavioral Research";"Mediterranean Journal of Social & Behavioral Research";"Cyprus";"Gender Studies, History & Philosophy of Science, Cultural Studies, Library and Information Science, Media Studies and Communication, Social Statistics and Informatics, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Educational Sciences; Languages and Literature; Media and Communications; Other Humanities; Other Social Sciences; Psychology; Sociology";"2021-11-29 18:04:30"
"470364";"1074-164X";"2161-4741";"Mediterranean Studies";"Mediterranean Studies";"United Kingdom";"Anthropology, Archaeology, History, Cultural Studies, Linguistics, Interdisciplinary research in the Social Sciences";"History and Archaeology; Languages and Literature; Other Social Sciences; Sociology";"2023-02-02 17:14:12"
"482653";"0939-351X";"";"Medizin, Gesellschaft und Geschichte";"Medizin, Gesellschaft und Geschichte";"Germany";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2017-03-31 15:10:11"
"340360";"0025-8431";"1611-4477";"Medizinhistorisches Journal";"Medizinhistorisches Journal";"Germany";"History & Philosophy of Science";"Other Humanities";"2023-02-02 17:14:12"
"484779";"1805-9163";"1805-9171";"MEFANET Journal";"MEFANET Journal";"Czechia";"Interdisciplinary research in the Social Sciences, Library and Information Science, Pedagogical & Educational Research";"Educational Sciences; Media and Communications; Other Social Sciences";"2015-01-14 15:28:32"
"495180";"";"1309-6915";"Megaron";"Megaron";"Turkey";"Art and Art History, Science and Technology Studies";"Arts (Arts, History of Arts, Performing Arts, Music); Other Social Sciences";"2019-02-07 11:29:48"
"501811";"1820-3159";"2560-3329";"Megatrend revija";"Megatrend Review";"Serbia";"Business and Management, Economics, Law";"Economics and Business; Law";"2021-06-17 18:34:19"
"504711";"";"2526-1096";"Melancolía";"Melancolia. Journal of the Center for the Study of Western Esotericism / Southamerican Nations Union";"Brazil";"History";"History and Archaeology";"2023-01-26 10:59:10"
"436106";"0077-2712";"1952-4250";"Mélanges Crapel : Revue en didactique des langues et sociolinguistique";"Mélanges Crapel: Journal of language teaching / learning and sociolinguistics";"France";"Linguistics, Pedagogical & Educational Research";"Educational Sciences; Languages and Literature";"2023-02-02 17:14:12"
"444747";"0076-230X";"2173-1306";"Mélanges de la Casa de Velázquez";"Mélanges de la Casa de Velázquez";"Spain";"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"History and Archaeology; Other Humanities; Other Social Sciences";"2023-02-02 17:14:12"
"444748";"0223-5102";"1724-2134";"Mélanges de l'École française de Rome. Antiquité";"Mélanges de l'École française de Rome. Antiquité";"Italy";"Archaeology, History, Classical Studies";"History and Archaeology; Languages and Literature";"2023-02-02 17:14:12"
"484458";"1123-9883";"1724-2150";"Mélanges de l'Ecole Française de Rome. Moyen-âge";"Mélanges de l'Ecole Française de Rome. Moyen-âge";"Italy";"Archaeology, History";"History and Archaeology";"2017-05-02 17:28:21"
"502400";"1843-8539";"";"Mélanges francophones";"Mélanges francophones";"Romania";"Cultural Studies, Linguistics, Literature";"Languages and Literature";"2021-11-11 12:37:03"
"481904";"0163-755X";"1946-3170";"MELUS: Multi-Ethnic Literature of the United States";"MELUS: Multi-Ethnic Literature of the United States";"United States";"Literature";"Languages and Literature";"2023-02-02 17:14:12"
"497148";"2449-7339";"";"Meluzyna. Dawna literatura i kultura.";"Melusine. Old Literature and Culture.";"Poland";"History, Cultural Studies, Literature, Interdisciplinary research in the Humanities";"History and Archaeology; Languages and Literature; Other Humanities";"2023-02-02 17:14:12"
"490632";"1804-753X";"1804-7548";"MEMO";"MEMO";"Czechia";"History";"History and Archaeology";"2017-04-07 11:28:05"
"504536";"2523-2932";"";"MEMO - Medieval and Early Modern Material Culture Online";"MEMO - Medieval and Early Modern Material Culture Online";"Austria";"Archaeology, Art and Art History, History, Cultural Studies, Literature, Interdisciplinary research in the Humanities";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Humanities";"2023-01-09 12:10:50"
"483894";"";"1579-7341";"Memorabilia: Boletín de Literatura Sapiencial";"Memorabilia";"Spain";"Literature";"Languages and Literature";"2016-04-06 14:09:47"
"490581";"";"2358-0593";"Revista Memorare";"Memorare Journal";"Brazil";"Archaeology, History, Cultural Studies, Linguistics, Literature";"History and Archaeology; Languages and Literature";"2017-03-24 11:44:55"
"493670";"0327-5752";"1851-3751";"Memoria Americana. Cuadernos de Etnohistoria";"Memoria Americana. Cuadernos de Etnohistoria";"Argentina";"Anthropology, History";"History and Archaeology; Sociology";"2018-04-26 12:35:33"
"465839";"1127-0195";"1972-523X";"Memoria e Ricerca. Rivista di Storia Contemporanea";"Memoria e Ricerca. Rivista di Storia Contemporanea";"Italy";"History";"History and Archaeology";"2023-02-02 17:14:12"
"502515";"2301-1092";"2301-1106";"Memoria Investigaciones en Ingeniería";"Memoria Investigaciones en Ingeniería";"Uruguay";"Science and Technology Studies";"Other Social Sciences";"2021-11-24 17:27:30"
"483579";"1139-0107";"2254-6367";"Memoria y Civilización. Anuario de Historia";"Memoria y Civilización. Anuario de Historia";"Spain";"Art and Art History, Classical Studies, Cultural Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences";"Arts (Arts, History of Arts, Performing Arts, Music); History and Archaeology; Languages and Literature; Other Humanities; Other Social Sciences";"2023-02-02 17:14:12"
"499492";"";"2183-3753";"MEMORIAMEDIA Review";"MEMORIAMEDIA Review";"Portugal";"History, Interdisciplinary research in the Humanities";"History and Archaeology; Other Humanities";"2020-11-03 09:27:32"
"497056";"";"2665-3443";"Memorias Forenses";"Memorias Forenses";"Colombia";"Law, Environmental Studies, Interdisciplinary research in the Social Sciences";"Law; Other Social Sciences";"2019-07-22 13:48:24"
"413502";"0965-8211";"1464-0686";"Memory";"Memory";"United Kingdom";"Psychology";"Psychology";"2023-02-02 17:14:12"
"430156";"0090-502X";"1532-5946";"Memory & Cognition";"Memory & Cognition";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"444755";"1097-184X";"1552-6828";"Men and Masculinities";"Men and Masculinities";"United States";"Gender Studies";"Sociology";"2023-02-02 14:41:55"
"491088";"";"1815-7696";"Mendive. Revista de Educación";"Mendive. Revista de Educación";"Cuba";"Pedagogical & Educational Research";"Educational Sciences";"2017-09-08 10:48:55"
"485851";"0025-9454";"1876-2816";"Mens en Maatschappij";"Mens en Maatschappij";"Netherlands";"Cultural Studies, Interdisciplinary research in the Social Sciences, Sociology";"Languages and Literature; Other Social Sciences; Sociology";"2015-09-18 14:37:08"
"478585";"1361-9322";"2042-8758";"Mental Health Review Journal";"Mental Health Review Journal";"United Kingdom";"Psychology, Interdisciplinary research in the Social Sciences";"Other Social Sciences; Psychology";"2023-02-02 17:14:12"
"498909";"";"2612-2138";"Mental Health: Global Challenges Journal";"Mental Health: Global Challenges Journal";"Italy";"Philosophy, Psychology, Interdisciplinary research in the Social Sciences";"Other Social Sciences; Philosophy, Ethics and Religion; Psychology";"2020-06-19 14:57:54"
"486350";"2321-7278";"2321-7286";"MERC Global’s International Journal of Management";"MERC Global’s International Journal of Management";"India";"Business and Management, Economics";"Economics and Business";"2015-07-03 08:39:38"
"485683";"1590-5128";"2612-2081";"Mercato Concorrenza Regole";"Mercato Concorrenza Regole";"Italy";"Law, Economics";"Economics and Business; Law";"2020-11-03 12:32:07"
"483778";"2069-6787";"";"Meridian Critic";"Meridian Critic";"Romania";"Linguistics, Literature";"Languages and Literature";"2023-02-02 17:14:12"
"482315";"0394-4115";"1973-2244";"Meridiana";"Meridiana";"Italy";"History";"History and Archaeology";"2017-02-09 16:59:28"
"490385";"";"1518-1219";"Meridiano 47 - Journal of Global Studies";"Meridiano 47 - Journal of Global Studies";"Brazil";"Political Sciences and International Relations";"Political Science";"2017-02-23 14:57:40"
"488145";"0719-3734";"0719-4862";"Meridional. Revista Chilena de Estudios Latinoamericanos";"Meridional. Revista Chilena de Estudios Latinoamericanos";"Chile";"Cultural Studies, Interdisciplinary research in the Humanities";"Languages and Literature; Other Humanities";"2016-02-17 10:11:42"
"444766";"0272-930X";"1535-0266";"Merrill-Palmer quarterly";"Merrill-Palmer quarterly";"United States";"Psychology";"Psychology";"2023-02-02 17:14:12"
"491276";"1304-6594";"2149-0856";"Mersin Üniversitesi Dil ve Edebiyat Dergisi";"Mersin University Journal of Linguistics and Literature";"Turkey";"Linguistics";"Languages and Literature";"2019-02-14 10:30:50"
"484869";"1844-8836";"2344-6269";"Messages, Sages and Ages";"Messages, Sages and Ages";"Romania";"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Literature";"Languages and Literature; Other Humanities; Other Social Sciences";"2018-10-05 11:57:26"
"498502";"2311-0821";"2415-7333";"Вісник Київського національного лінгвістичного університету. Серія Філологія";"Messenger of Kyiv National Linguistic University. Series Philology";"Ukraine";"Linguistics, Interdisciplinary research in the Humanities";"Languages and Literature; Other Humanities";"2023-02-02 17:14:12"
"491331";"2334-7171";"2334-7058";"MEST Journal";"MEST Journal";"Serbia";"Media Studies and Communication, Business and Management, Economics, Law, Political Sciences and International Relations, Science and Technology Studies, Pedagogical & Educational Research";"Economics and Business; Educational Sciences; Law; Media and Communications; Other Social Sciences; Political Science";"2017-08-14 09:36:51"
"482522";"0823-3993";"2368-2000";"Mesure et évaluation en éducation";"Mesure et évaluation en éducation";"Canada";"Pedagogical & Educational Research";"Educational Sciences";"2017-01-25 15:38:54"
"423750";"0026-0452";"1492-1421";"Meta : Journal des traducteurs";"Meta : Journal des traducteurs";"Canada";"Linguistics";"Languages and Literature";"2023-02-02 14:41:55"
"485393";"";"2067-3655";"Meta: Research in Hermeneutics, Phenomenology, and Practical Philosophy";"Meta: Research in Hermeneutics, Phenomenology, and Practical Philosophy";"Romania";"Philosophy, Interdisciplinary research in the Humanities";"Other Humanities; Philosophy, Ethics and Religion";"2015-04-15 14:26:02"
"470890";"1556-1623";"1556-1631";"Metacognition and Learning";"Metacognition and Learning";"United States";"Pedagogical & Educational Research";"Educational Sciences";"2023-02-02 17:14:12"
"487592";"";"2457-8827";"Metacritic Journal for Comparative Studies and Theory";"Metacritic Journal for Comparative Studies and Theory";"Romania";"Cultural Studies, Interdisciplinary research in the Humanities, Literature";"Languages and Literature; Other Humanities";"2023-02-02 17:14:12"
"486101";"1989-4996";"2007-9699";"Metafísica y Persona. Revista sobre filosofía, conocimiento y vida";"Metafísica y Persona";"Spain";"Philosophy";"Philosophy, Ethics and Religion";"2018-04-12 12:28:42"
"486949";"2052-3998";"2052-4005";"Metal Music Studies";"Metal Music Studies";"United Kingdom";"Musicology";"Arts (Arts, History of Arts, Performing Arts, Music)";"2023-02-02 17:14:12"
"444780";"0543-5846";"1334-2576";"Metalurgija (Sisak)";"Metalurgija (Sisak)";"";"Business and Management, Economics";"Economics and Business";"2023-02-02 17:14:12"
"486474";"2308-6181";"2414-3677";"Metamorfozy istorii";"Metamorphoses of History";"Russia";"Archaeology, Classical Studies, History, Pedagogical & Educational Research";"Educational Sciences; History and Archaeology; Languages and Literature";"2023-02-02 17:14:12"
"444781";"0026-1068";"1467-9973";"Metaphilosophy";"Metaphilosophy";"United Kingdom";"Philosophy";"Philosophy, Ethics and Religion";"2022-08-23 15:03:34"
"444782";"1092-6488";"1532-7868";"Metaphor and Symbol";"Metaphor and Symbol";"United States";"Linguistics";"Languages and Literature";"2023-02-02 14:41:55"
"476540";"2210-4070";"2210-4097";"Metaphor and the Social World";"Metaphor and the Social World";"Netherlands";"Linguistics, Psychology";"Languages and Literature; Psychology";"2023-02-02 17:14:12"
"470665";"1437-2053";"1874-6373";"Metaphysica";"Metaphysica";"Germany";"Philosophy";"Philosophy, Ethics and Religion";"2023-02-02 17:14:12"
"504673";"";"2515-8279";"Metaphysics";"Metaphysics";"United Kingdom";"History, History & Philosophy of Science";"History and Archaeology; Other Humanities";"2023-01-23 10:58:05"
"485832";"";"2340-8413";"methaodos.revista de ciencias sociales";"methaodos.revista de ciencias sociales";"Spain";"Interdisciplinary research in the Social Sciences, Sociology";"Other Social Sciences; Sociology";"2015-05-19 10:18:32"
"482174";"0327-0289";"2468-0974";"Méthexis. Revista internacional de filosofia antigua";"Méthexis. International Journal for Ancient Philosophy";"Germany";"Philosophy";"Philosophy, Ethics and Religion";"2016-08-10 14:32:16"
